Dates,USGG12M Index,USGG2YR Index,USGG3YR Index,USGG5YR Index,USGG7YR Index,USGG10YR Index,USGG30YR Index
3/19/2019,2.4944,2.4686,2.4213,2.4254,2.5171,2.6123,3.0222
3/20/2019,2.4628,2.3961,2.334,2.3277,2.4237,2.5263,2.9714
3/21/2019,2.4732,2.4084,2.3422,2.3412,2.4359,2.5369,2.9667
3/22/2019,2.4414,2.3166,2.2411,2.2419,2.3354,2.439,2.8739
3/25/2019,2.4098,2.2416,2.1647,2.1783,2.2866,2.3983,2.8616
3/26/2019,2.4202,2.2662,2.1917,2.2049,2.3109,2.423,2.8731
3/27/2019,2.3878,2.2,2.137,2.1563,2.2597,2.3665,2.8105
3/28/2019,2.393,2.2359,2.1832,2.2145,2.2986,2.3946,2.8226
3/29/2019,2.3874,2.26,2.2045,2.233,2.3132,2.405,2.8143
4/1/2019,2.4109,2.3326,2.2922,2.3215,2.4037,2.5009,2.8901
4/2/2019,2.395,2.3024,2.2564,2.2865,2.3744,2.4741,2.8769
4/3/2019,2.4054,2.3348,2.2948,2.3268,2.421,2.5241,2.9336
4/4/2019,2.4001,2.3369,2.2919,2.3201,2.4088,2.5151,2.9196
4/5/2019,2.4155,2.3393,2.2889,2.3053,2.3942,2.4954,2.9032
4/8/2019,2.418,2.3618,2.3137,2.3272,2.4188,2.5222,2.9273
4/9/2019,2.4179,2.3497,2.2915,2.3055,2.3992,2.5006,2.9141
4/10/2019,2.4046,2.3212,2.269,2.272,2.3648,2.4649,2.8923
4/11/2019,2.4098,2.354,2.3042,2.3107,2.3993,2.497,2.9265
4/12/2019,2.4226,2.3914,2.3612,2.3802,2.4686,2.5651,2.9769
4/15/2019,2.4225,2.3916,2.3559,2.3719,2.4588,2.5543,2.9682
4/16/2019,2.4381,2.4124,2.3832,2.4059,2.4961,2.5904,2.9919
4/17/2019,2.4406,2.4002,2.3751,2.4026,2.4962,2.594,2.9943
4/18/2019,2.4349,2.3802,2.3482,2.3709,2.4617,2.5596,2.961
4/19/2019,2.4349,2.3802,2.3482,2.3709,2.4617,2.5596,2.961
4/22/2019,2.4479,2.3866,2.3537,2.3863,2.4841,2.5885,2.9919
4/23/2019,2.4268,2.3639,2.3319,2.3593,2.4569,2.565,2.98
4/24/2019,2.4142,2.3178,2.2827,2.3119,2.4074,2.5181,2.9343
4/25/2019,2.4167,2.3319,2.3019,2.3299,2.4248,2.5325,2.9421
4/26/2019,2.4005,2.2821,2.2471,2.2882,2.3847,2.4982,2.9233
4/29/2019,2.403,2.2922,2.2663,2.3116,2.4116,2.5252,2.9547
4/30/2019,2.374,2.2661,2.2388,2.2783,2.3872,2.5018,2.9288
5/1/2019,2.3817,2.3044,2.2773,2.2999,2.3945,2.4999,2.9038
5/2/2019,2.4001,2.3448,2.3159,2.345,2.441,2.5414,2.9296
5/3/2019,2.3918,2.333,2.2995,2.3234,2.4239,2.525,2.9186
5/6/2019,2.3812,2.2904,2.247,2.2633,2.3603,2.4692,2.8883
5/7/2019,2.3679,2.2844,2.247,2.2583,2.353,2.4566,2.8643
5/8/2019,2.3783,2.2966,2.2604,2.285,2.3774,2.4835,2.8937
5/9/2019,2.3598,2.258,2.217,2.2449,2.3359,2.4423,2.8612
5/10/2019,2.3621,2.2661,2.2306,2.2633,2.3578,2.4672,2.8867
5/13/2019,2.3173,2.1884,2.1466,2.1831,2.2846,2.4015,2.8362
5/14/2019,2.3172,2.1965,2.1547,2.1881,2.2895,2.4104,2.8485
5/15/2019,2.304,2.1596,2.1142,2.148,2.2505,2.3732,2.8199
5/16/2019,2.3249,2.1922,2.1385,2.1696,2.2724,2.3944,2.8338
5/17/2019,2.3246,2.1981,2.144,2.1728,2.2722,2.3909,2.8253
5/20/2019,2.335,2.2208,2.1739,2.2046,2.3039,2.4157,2.8369
5/21/2019,2.3611,2.2538,2.1984,2.2264,2.321,2.4264,2.8439
5/22/2019,2.3562,2.2227,2.1603,2.1794,2.2721,2.382,2.8076
5/23/2019,2.3114,2.146,2.0895,2.1141,2.2112,2.3185,2.7535
5/24/2019,2.3215,2.1641,2.103,2.1205,2.2134,2.3202,2.7512
5/27/2019,2.3215,2.1641,2.103,2.1205,2.2134,2.3202,2.7512
5/28/2019,2.3056,2.1244,2.0593,2.0686,2.1551,2.2658,2.7045
5/29/2019,2.3002,2.109,2.0565,2.0694,2.1598,2.2605,2.6926
5/30/2019,2.2922,2.0609,2.0045,2.0198,2.1153,2.2133,2.64
5/31/2019,2.2,1.9221,1.8731,1.911,2.0167,2.1246,2.5685
6/3/2019,2.1134,1.8317,1.7885,1.8354,1.9544,2.071,2.5311
6/4/2019,2.1186,1.8834,1.8481,1.8961,2.019,2.1296,2.6113
6/5/2019,2.0399,1.8569,1.8233,1.8763,2.0117,2.1348,2.6465
6/6/2019,2.0346,1.8787,1.8421,1.8828,2.0021,2.1174,2.6135
6/7/2019,1.969,1.8494,1.8167,1.8529,1.9684,2.0809,2.572
6/10/2019,2.0212,1.9036,1.874,1.9155,2.0332,2.1484,2.6288
6/11/2019,2.0551,1.9297,1.8793,1.9155,2.0283,2.1431,2.6149
6/12/2019,2.0132,1.8786,1.8173,1.8708,1.9922,2.1205,2.6156
6/13/2019,1.9975,1.8357,1.7769,1.8378,1.9585,2.0945,2.6002
6/14/2019,2.0077,1.8405,1.7823,1.8326,1.9463,2.0804,2.5856
6/17/2019,2.0442,1.8687,1.812,1.8556,1.9679,2.0942,2.5827
6/18/2019,2.0729,1.8643,1.7985,1.8324,1.9318,2.0595,2.5488
6/19/2019,1.9338,1.7351,1.688,1.7581,1.8839,2.0233,2.5351
6/20/2019,1.9259,1.7775,1.7311,1.781,1.8933,2.0284,2.5401
6/21/2019,1.9283,1.7678,1.7229,1.7906,1.9146,2.054,2.5841
6/24/2019,1.9177,1.7324,1.6823,1.7475,1.8714,2.0143,2.5443
6/25/2019,1.9307,1.7318,1.6741,1.7243,1.845,1.985,2.5192
6/26/2019,1.962,1.7689,1.7418,1.7952,1.9144,2.0468,2.5695
6/27/2019,1.9384,1.7449,1.7092,1.7697,1.8807,2.014,2.5292
6/28/2019,1.9251,1.7549,1.7064,1.7664,1.875,2.0051,2.5291
7/1/2019,1.9303,1.7872,1.739,1.7894,1.8966,2.024,2.5478
7/2/2019,1.9145,1.7613,1.709,1.7434,1.8463,1.974,2.5013
7/3/2019,1.9118,1.7596,1.7062,1.7336,1.8319,1.9498,2.4666
7/4/2019,1.9118,1.7596,1.7062,1.7336,1.8319,1.9498,2.4666
7/5/2019,1.9664,1.8593,1.8129,1.8308,1.9182,2.0338,2.5419
7/8/2019,1.9951,1.89,1.835,1.8556,1.9399,2.0476,2.529
7/9/2019,2.0107,1.9066,1.8571,1.8789,1.9593,2.0648,2.5404
7/10/2019,1.9322,1.8277,1.7984,1.8259,1.9303,2.0613,2.5758
7/11/2019,1.9583,1.8625,1.8495,1.8923,2.0029,2.1378,2.6593
7/12/2019,1.9554,1.8471,1.8253,1.8709,1.9836,2.1219,2.6467
7/15/2019,1.9553,1.829,1.8065,1.8444,1.957,2.0887,2.6106
7/16/2019,1.984,1.8498,1.8308,1.8677,1.974,2.1026,2.6121
7/17/2019,1.9312,1.8111,1.7823,1.8129,1.9208,2.0451,2.5568
7/18/2019,1.8788,1.7559,1.7338,1.7665,1.8822,2.0242,2.564
7/19/2019,1.9309,1.8183,1.7851,1.8147,1.9257,2.0552,2.5792
7/22/2019,1.9413,1.8123,1.777,1.8031,1.916,2.0464,2.5712
7/23/2019,1.9647,1.8374,1.8041,1.8331,1.9475,2.0812,2.6156
7/24/2019,1.9673,1.8179,1.7824,1.8098,1.916,2.0428,2.5726
7/25/2019,1.9855,1.8639,1.8314,1.8585,1.9548,2.081,2.6083
7/26/2019,1.9852,1.8519,1.8179,1.8469,1.947,2.0703,2.5922
7/29/2019,1.9826,1.8579,1.8207,1.8469,1.9397,2.065,2.5907
7/30/2019,1.9772,1.8459,1.8099,1.842,1.9373,2.058,2.5798
7/31/2019,1.985,1.8721,1.8263,1.8272,1.9133,2.0144,2.5249
8/1/2019,1.8987,1.734,1.6845,1.6829,1.7701,1.8935,2.442
8/2/2019,1.8411,1.7118,1.6679,1.6582,1.7367,1.8452,2.382
8/5/2019,1.7784,1.5733,1.529,1.518,1.6043,1.7075,2.2543
8/6/2019,1.8018,1.583,1.5233,1.513,1.5972,1.7023,2.233
8/7/2019,1.7679,1.6069,1.5455,1.5503,1.6324,1.7342,2.2522
8/8/2019,1.7756,1.6188,1.5482,1.5453,1.6182,1.7172,2.2243
8/9/2019,1.7859,1.6466,1.591,1.5792,1.6533,1.7447,2.2586
8/12/2019,1.7572,1.5837,1.5107,1.4927,1.5636,1.6454,2.1325
8/13/2019,1.8535,1.6666,1.6098,1.584,1.6366,1.7035,2.1633
8/14/2019,1.777,1.5771,1.5241,1.4892,1.5352,1.5792,2.018
8/15/2019,1.7013,1.4957,1.4465,1.424,1.4789,1.5269,1.9729
8/16/2019,1.7038,1.4763,1.4303,1.4169,1.4878,1.5538,2.0348
8/19/2019,1.7428,1.5453,1.4919,1.477,1.551,1.6063,2.0874
8/20/2019,1.7193,1.5123,1.4436,1.4329,1.4992,1.5555,2.0375
8/21/2019,1.7714,1.5733,1.5,1.4735,1.5343,1.5893,2.0723
8/22/2019,1.7869,1.6121,1.5323,1.5011,1.5601,1.6131,2.1047
8/23/2019,1.7216,1.5332,1.4514,1.4173,1.4797,1.5351,2.0252
8/26/2019,1.745,1.5391,1.4567,1.4171,1.4772,1.5351,2.0354
8/27/2019,1.7475,1.5223,1.4324,1.3778,1.4302,1.4711,1.9501
8/28/2019,1.7344,1.5,1.4162,1.3792,1.43,1.4794,1.9714
8/29/2019,1.7526,1.52,1.4404,1.3963,1.451,1.4945,1.964
8/30/2019,1.7628,1.504,1.4266,1.3865,1.4505,1.4961,1.9626
9/2/2019,1.7628,1.504,1.4266,1.3865,1.4505,1.4961,1.9626
9/3/2019,1.7315,1.452,1.3723,1.3295,1.3985,1.4573,1.9526
9/4/2019,1.6846,1.4319,1.3559,1.3182,1.3962,1.4657,1.9699
9/5/2019,1.7444,1.526,1.459,1.426,1.5027,1.5586,2.0495
9/6/2019,1.7364,1.5402,1.478,1.4328,1.5076,1.5602,2.025
9/9/2019,1.7598,1.5928,1.5327,1.4987,1.5769,1.6438,2.1281
9/10/2019,1.8092,1.676,1.6234,1.5913,1.6706,1.7316,2.2163
9/11/2019,1.7849,1.6742,1.6126,1.5932,1.6731,1.7385,2.2213
9/12/2019,1.8187,1.7192,1.6583,1.6349,1.7046,1.7715,2.2557
9/13/2019,1.8655,1.7999,1.758,1.7507,1.8315,1.8958,2.3708
9/16/2019,1.8576,1.7593,1.7177,1.6991,1.7804,1.8467,2.3183
9/17/2019,1.8367,1.7248,1.6801,1.6576,1.7416,1.8013,2.268
9/18/2019,1.8549,1.7621,1.7046,1.6762,1.7539,1.7961,2.242
9/19/2019,1.8757,1.7378,1.6858,1.6597,1.7322,1.784,2.2277
9/20/2019,1.8181,1.683,1.616,1.6002,1.6695,1.7215,2.1616
9/23/2019,1.8023,1.6812,1.6161,1.6021,1.6648,1.7267,2.1729
9/24/2019,1.7814,1.6256,1.5485,1.5273,1.5876,1.6456,2.1036
9/25/2019,1.8048,1.6795,1.6163,1.6074,1.6723,1.7372,2.1863
9/26/2019,1.7709,1.6555,1.5919,1.5799,1.6336,1.6921,2.1419
9/27/2019,1.7524,1.6315,1.5732,1.562,1.6226,1.6801,2.1286
9/30/2019,1.7446,1.6217,1.5596,1.544,1.6131,1.6646,2.1105
10/1/2019,1.7028,1.5459,1.4918,1.4902,1.5705,1.6353,2.0925
10/2/2019,1.6637,1.478,1.4321,1.4316,1.5233,1.5992,2.0876
10/3/2019,1.5857,1.3901,1.3453,1.3473,1.4481,1.5341,2.0321
10/4/2019,1.5803,1.4036,1.3585,1.347,1.4432,1.529,2.0151
10/7/2019,1.6401,1.4617,1.4127,1.3908,1.476,1.558,2.0484
10/8/2019,1.5958,1.4194,1.3691,1.3517,1.4407,1.5289,2.0293
10/9/2019,1.5842,1.4657,1.4257,1.4037,1.4924,1.5836,2.0841
10/10/2019,1.6206,1.5424,1.5033,1.4885,1.5775,1.6681,2.1615
10/11/2019,1.636,1.5914,1.565,1.5542,1.6417,1.729,2.1941
10/14/2019,1.636,1.5914,1.565,1.5542,1.6417,1.729,2.1941
10/15/2019,1.6255,1.618,1.5974,1.5971,1.6823,1.771,2.2348
10/16/2019,1.5812,1.5835,1.5626,1.5608,1.6464,1.7395,2.2248
10/17/2019,1.576,1.5999,1.5763,1.5757,1.6632,1.7518,2.2341
10/18/2019,1.5654,1.5736,1.5552,1.5675,1.656,1.7536,2.2492
10/21/2019,1.5758,1.621,1.6013,1.6106,1.704,1.7993,2.2913
10/22/2019,1.5731,1.5944,1.5798,1.5858,1.668,1.7607,2.2521
10/23/2019,1.5757,1.5817,1.58,1.5908,1.6777,1.7642,2.2543
10/24/2019,1.5808,1.5777,1.5775,1.5832,1.6753,1.766,2.2622
10/25/2019,1.5859,1.6176,1.6134,1.6192,1.7058,1.7943,2.287
10/28/2019,1.5936,1.6435,1.6463,1.6618,1.7488,1.842,2.3339
10/29/2019,1.5754,1.6415,1.6492,1.6618,1.7464,1.8385,2.3347
10/30/2019,1.5468,1.5976,1.5949,1.6061,1.6844,1.7715,2.2521
10/31/2019,1.4948,1.5239,1.5161,1.5195,1.6037,1.691,2.1791
11/1/2019,1.518,1.552,1.5438,1.5424,1.6274,1.7103,2.1897
11/4/2019,1.5439,1.5822,1.5877,1.5932,1.6845,1.777,2.263
11/5/2019,1.5906,1.6245,1.6372,1.664,1.7683,1.8584,2.3384
11/6/2019,1.5712,1.6086,1.6117,1.6311,1.7347,1.8283,2.3156
11/7/2019,1.5789,1.6672,1.6889,1.7302,1.8334,1.9173,2.3974
11/8/2019,1.5735,1.6742,1.7026,1.7456,1.8579,1.9417,2.4243
11/11/2019,1.5735,1.6742,1.7026,1.7456,1.8579,1.9417,2.4243
11/12/2019,1.5761,1.6623,1.6919,1.7391,1.8459,1.9347,2.4162
11/13/2019,1.5604,1.636,1.6544,1.6911,1.7952,1.886,2.3648
11/14/2019,1.5422,1.5914,1.5929,1.6284,1.7278,1.8186,2.2997
11/15/2019,1.5342,1.6101,1.6116,1.6468,1.7448,1.8308,2.3047
11/18/2019,1.5342,1.598,1.6035,1.6353,1.7328,1.8153,2.299
11/19/2019,1.5316,1.5961,1.5927,1.6204,1.7088,1.7826,2.2513
11/20/2019,1.5237,1.5757,1.5658,1.589,1.6752,1.7449,2.209
11/21/2019,1.5393,1.6046,1.5926,1.6189,1.7064,1.7723,2.2315
11/22/2019,1.5573,1.6277,1.6087,1.624,1.7041,1.7706,2.2209
11/25/2019,1.5676,1.6134,1.5979,1.6108,1.6945,1.7551,2.2013
11/26/2019,1.578,1.5819,1.5762,1.5959,1.6801,1.7414,2.179
11/27/2019,1.5831,1.6259,1.6141,1.6292,1.7163,1.7654,2.1901
11/28/2019,1.5831,1.6259,1.6141,1.6292,1.7107,1.7654,2.1901
11/29/2019,1.5855,1.6119,1.6086,1.6259,1.7274,1.7758,2.2054
12/2/2019,1.5777,1.6,1.614,1.6424,1.7585,1.8189,2.266
12/3/2019,1.5465,1.538,1.5378,1.5424,1.6535,1.7157,2.1636
12/4/2019,1.553,1.5721,1.5813,1.5998,1.706,1.774,2.2271
12/5/2019,1.5477,1.5923,1.6085,1.6327,1.7419,1.8103,2.2596
12/6/2019,1.545,1.6149,1.6386,1.6626,1.7708,1.8363,2.2774
12/9/2019,1.5449,1.613,1.6276,1.6561,1.7541,1.819,2.2546
12/10/2019,1.5501,1.6517,1.6652,1.6859,1.7806,1.8416,2.2645
12/11/2019,1.5318,1.6133,1.6223,1.6381,1.7349,1.7914,2.2263
12/12/2019,1.5474,1.6582,1.684,1.7258,1.8289,1.8922,2.3103
12/13/2019,1.5161,1.6037,1.6196,1.6532,1.7591,1.8226,2.2524
12/16/2019,1.5108,1.6263,1.6518,1.7014,1.8075,1.8713,2.2866
12/17/2019,1.5134,1.6224,1.6519,1.7065,1.8148,1.8801,2.306
12/18/2019,1.5133,1.6287,1.6653,1.7332,1.8463,1.9169,2.3472
12/19/2019,1.5081,1.6268,1.66,1.7317,1.8489,1.9204,2.3538
12/20/2019,1.5105,1.6294,1.6573,1.7304,1.8442,1.9171,2.3421
12/23/2019,1.5261,1.6523,1.6763,1.7488,1.8589,1.9294,2.3567
12/24/2019,1.5156,1.621,1.6385,1.709,1.8275,1.8996,2.329
12/25/2019,1.5156,1.621,1.6385,1.709,1.8275,1.8996,2.329
12/26/2019,1.5156,1.631,1.6439,1.7189,1.8178,1.8944,2.3218
12/27/2019,1.4921,1.5812,1.5978,1.678,1.8001,1.8752,2.316
12/30/2019,1.4842,1.5653,1.5896,1.6699,1.7977,1.8788,2.3297
12/31/2019,1.566,1.5691,1.6086,1.691,1.8313,1.9175,2.3896
1/1/2020,1.566,1.5691,1.6086,1.691,1.8313,1.9175,2.3896
1/2/2020,1.5581,1.569,1.5922,1.6665,1.793,1.8771,2.3312
1/3/2020,1.5242,1.5246,1.5403,1.5896,1.7047,1.7881,2.2444
1/6/2020,1.5293,1.5445,1.5566,1.6058,1.7214,1.809,2.2858
1/7/2020,1.5059,1.5404,1.5565,1.6122,1.7285,1.8177,2.3052
1/8/2020,1.5266,1.5806,1.6071,1.6629,1.7811,1.8738,2.3625
1/9/2020,1.524,1.5785,1.5964,1.653,1.7667,1.8545,2.3297
1/10/2020,1.5187,1.5702,1.583,1.6315,1.7404,1.8196,2.2786
1/13/2020,1.5186,1.5843,1.5964,1.6495,1.7643,1.8459,2.3015
1/14/2020,1.516,1.57,1.5776,1.6199,1.7284,1.8109,2.27
1/15/2020,1.5393,1.5536,1.5589,1.5985,1.7069,1.783,2.2359
1/16/2020,1.5341,1.5657,1.5751,1.6247,1.7332,1.8074,2.2578
1/17/2020,1.5469,1.5592,1.5672,1.6195,1.7332,1.8215,2.2807
1/20/2020,1.5469,1.5592,1.5672,1.6195,1.7332,1.8215,2.2807
1/21/2020,1.5312,1.5304,1.5323,1.575,1.6853,1.7743,2.2358
1/22/2020,1.5364,1.5283,1.5269,1.5749,1.6852,1.7691,2.2217
1/23/2020,1.5363,1.5137,1.5053,1.5469,1.6494,1.7325,2.1782
1/24/2020,1.5206,1.4947,1.4756,1.5038,1.6016,1.6839,2.1324
1/27/2020,1.5206,1.4409,1.4162,1.4414,1.5279,1.608,2.0567
1/28/2020,1.5309,1.4625,1.454,1.4791,1.5706,1.6562,2.1118
1/29/2020,1.488,1.4128,1.3891,1.4058,1.5,1.5839,2.0392
1/30/2020,1.4671,1.4128,1.3917,1.4058,1.5024,1.5856,2.0506
1/31/2020,1.4229,1.3132,1.294,1.3134,1.4199,1.5068,1.9996
2/3/2020,1.441,1.353,1.3317,1.3474,1.4481,1.5272,2.0069
2/4/2020,1.4747,1.409,1.3966,1.419,1.5189,1.5991,2.0769
2/5/2020,1.4773,1.4431,1.4373,1.4631,1.5664,1.6508,2.1385
2/6/2020,1.4876,1.4452,1.4372,1.4615,1.5616,1.6422,2.1089
2/7/2020,1.4719,1.4011,1.3906,1.4044,1.5071,1.5834,2.0484
2/10/2020,1.4615,1.3931,1.3769,1.388,1.4881,1.5696,2.0389
2/11/2020,1.4718,1.4234,1.3986,1.4207,1.5189,1.6006,2.0659
2/12/2020,1.4822,1.4437,1.4205,1.4503,1.5499,1.6333,2.089
2/13/2020,1.4769,1.4438,1.4178,1.4437,1.538,1.6173,2.0706
2/14/2020,1.469,1.4279,1.3964,1.4159,1.5071,1.5848,2.0391
2/17/2020,1.469,1.4279,1.3964,1.4159,1.5071,1.5848,2.0391
2/18/2020,1.4585,1.4116,1.3777,1.3979,1.4833,1.561,2.0111
2/19/2020,1.4663,1.4219,1.3911,1.4078,1.4928,1.5661,2.0139
2/20/2020,1.4507,1.3892,1.3589,1.3635,1.443,1.5152,1.9606
2/21/2020,1.4194,1.3543,1.3186,1.3224,1.4027,1.4713,1.9147
2/24/2020,1.3417,1.2476,1.2032,1.2096,1.2919,1.3705,1.8347
2/25/2020,1.3184,1.2248,1.179,1.1835,1.2731,1.3521,1.8254
2/26/2020,1.2519,1.1647,1.1467,1.159,1.2589,1.3371,1.8241
2/27/2020,1.1432,1.0615,1.0502,1.0686,1.1631,1.2607,1.7577
2/28/2020,1.0089,0.913,0.8972,0.9356,1.0623,1.1486,1.6752
3/2/2020,0.9186,0.9029,0.8994,0.9419,1.0715,1.1632,1.7213
3/3/2020,0.6974,0.6991,0.7076,0.7431,0.8847,0.999,1.6145
3/4/2020,0.5974,0.6926,0.7176,0.7825,0.9374,1.0522,1.7014
3/5/2020,0.4795,0.5973,0.6242,0.6779,0.816,0.912,1.5407
3/6/2020,0.3823,0.5062,0.5585,0.6093,0.711,0.7623,1.2874
3/9/2020,0.3108,0.381,0.4308,0.4772,0.5599,0.5407,0.9953
3/10/2020,0.4053,0.5342,0.6261,0.6672,0.7675,0.803,1.2799
3/11/2020,0.3542,0.5195,0.6371,0.7034,0.8336,0.8695,1.3919
3/12/2020,0.3542,0.481,0.5579,0.6035,0.749,0.8042,1.4399
3/13/2020,0.3184,0.4903,0.6001,0.7168,0.9043,0.9603,1.5293
3/16/2020,0.2368,0.3599,0.4264,0.4905,0.6621,0.7182,1.2841
3/17/2020,0.2546,0.4925,0.6161,0.7434,0.9735,1.0784,1.6844
3/18/2020,0.1654,0.5337,0.6507,0.7879,1.0899,1.1915,1.7875
3/19/2020,0.1119,0.4507,0.5528,0.6872,1.0082,1.1404,1.7848
3/20/2020,0.0839,0.3134,0.3733,0.4585,0.727,0.8454,1.4169
3/23/2020,0.1119,0.3123,0.3336,0.411,0.645,0.7863,1.3509
3/24/2020,0.1832,0.3715,0.4153,0.5225,0.7359,0.8466,1.3954
3/25/2020,0.17,0.3299,0.3914,0.5254,0.7449,0.8673,1.4448
3/26/2020,0.1192,0.2927,0.3675,0.5254,0.7219,0.8447,1.431
3/27/2020,0.0913,0.2418,0.2904,0.3942,0.5612,0.6746,1.2635
3/30/2020,0.1218,0.2281,0.2955,0.4131,0.5862,0.7264,1.3366
3/31/2020,0.1548,0.2455,0.2926,0.3799,0.5407,0.6695,1.3214
4/1/2020,0.1167,0.2061,0.2554,0.3515,0.4862,0.5832,1.2191
4/2/2020,0.1319,0.2255,0.279,0.3814,0.5088,0.597,1.2394
4/3/2020,0.1294,0.2289,0.2997,0.3844,0.511,0.5948,1.2094
4/6/2020,0.1523,0.2622,0.3342,0.4397,0.577,0.6698,1.2785
4/7/2020,0.1624,0.2601,0.3496,0.4571,0.6158,0.7122,1.2945
4/8/2020,0.198,0.252,0.3391,0.4714,0.6548,0.7722,1.3765
4/9/2020,0.198,0.2254,0.2945,0.4045,0.5952,0.7191,1.3435
4/10/2020,0.198,0.2254,0.2945,0.4045,0.5952,0.7191,1.3435
4/13/2020,0.2183,0.2452,0.3207,0.449,0.6411,0.7713,1.4071
4/14/2020,0.2107,0.219,0.284,0.4203,0.6112,0.752,1.4017
4/15/2020,0.1522,0.1969,0.2369,0.3377,0.5014,0.6316,1.2655
4/16/2020,0.1446,0.2066,0.2552,0.3567,0.5128,0.6267,1.2234
4/17/2020,0.1446,0.2019,0.25,0.3596,0.5195,0.6417,1.2601
4/20/2020,0.1167,0.2016,0.25,0.3421,0.4898,0.6053,1.2164
4/21/2020,0.1116,0.2034,0.2421,0.3356,0.4738,0.5691,1.1626
4/22/2020,0.1599,0.2133,0.2605,0.3673,0.5125,0.619,1.2146
4/23/2020,0.1599,0.2191,0.2685,0.3689,0.5102,0.6015,1.1804
4/24/2020,0.1472,0.2245,0.2712,0.3734,0.5169,0.6008,1.1696
4/27/2020,0.165,0.2223,0.2871,0.4037,0.5605,0.6605,1.2557
4/28/2020,0.1396,0.2112,0.2659,0.375,0.5191,0.6129,1.2042
4/29/2020,0.1396,0.2014,0.2526,0.3671,0.5273,0.6269,1.2499
4/30/2020,0.1421,0.1956,0.2447,0.3624,0.5342,0.6393,1.2848
5/1/2020,0.1599,0.19,0.2367,0.3497,0.5114,0.6118,1.2486
5/4/2020,0.1421,0.1822,0.242,0.3639,0.5251,0.6336,1.2765
5/5/2020,0.1294,0.1882,0.2473,0.375,0.5411,0.6619,1.332
5/6/2020,0.1421,0.1784,0.242,0.3718,0.5663,0.703,1.3937
5/7/2020,0.1294,0.1388,0.1913,0.3054,0.4977,0.6409,1.329
5/8/2020,0.1269,0.1568,0.2152,0.3338,0.532,0.6831,1.3828
5/11/2020,0.1446,0.1747,0.2232,0.3512,0.5504,0.7099,1.416
5/12/2020,0.1395,0.1589,0.2034,0.3242,0.5137,0.6651,1.3698
5/13/2020,0.1294,0.1589,0.2034,0.3162,0.4977,0.6525,1.3451
5/14/2020,0.1345,0.147,0.1877,0.3051,0.4771,0.6218,1.2909
5/15/2020,0.1395,0.1451,0.1826,0.3082,0.4863,0.6428,1.3266
5/18/2020,0.1497,0.1772,0.2273,0.3702,0.5574,0.7257,1.4365
5/19/2020,0.1421,0.1652,0.2064,0.332,0.5206,0.6882,1.4089
5/20/2020,0.1523,0.1633,0.2117,0.3383,0.5206,0.6801,1.3978
5/21/2020,0.1523,0.1653,0.2118,0.3383,0.5184,0.672,1.386
5/22/2020,0.1497,0.1676,0.2068,0.3334,0.5046,0.6591,1.3705
5/25/2020,0.1497,0.1676,0.2068,0.3334,0.5046,0.6591,1.3705
5/26/2020,0.1624,0.1717,0.2122,0.3478,0.5276,0.6965,1.4446
5/27/2020,0.1751,0.1799,0.2202,0.3478,0.523,0.6819,1.4399
5/28/2020,0.1624,0.1701,0.215,0.3384,0.5253,0.69,1.4519
5/29/2020,0.1573,0.1603,0.194,0.3036,0.4977,0.6526,1.4064
6/1/2020,0.1599,0.1564,0.1941,0.3052,0.5,0.6591,1.4506
6/2/2020,0.1548,0.1623,0.2048,0.3179,0.5182,0.6852,1.4873
6/3/2020,0.1624,0.19,0.2422,0.3655,0.5754,0.7458,1.5305
6/4/2020,0.1573,0.194,0.253,0.4084,0.6397,0.8234,1.6318
6/5/2020,0.1599,0.2062,0.2828,0.463,0.7023,0.8951,1.6656
6/8/2020,0.1751,0.2261,0.283,0.4471,0.6861,0.8752,1.6417
6/9/2020,0.1726,0.2024,0.2631,0.4009,0.6423,0.8253,1.5758
6/10/2020,0.1751,0.1667,0.1977,0.315,0.5389,0.7263,1.5063
6/11/2020,0.1802,0.1967,0.2291,0.323,0.516,0.669,1.4019
6/12/2020,0.1751,0.193,0.2239,0.3279,0.5389,0.7034,1.4568
6/15/2020,0.1649,0.189,0.2238,0.3423,0.5527,0.7215,1.4608
6/16/2020,0.1776,0.1992,0.229,0.3439,0.5642,0.7528,1.5431
6/17/2020,0.1777,0.1952,0.2264,0.344,0.5551,0.738,1.5295
6/18/2020,0.1777,0.1933,0.2238,0.3328,0.5344,0.7084,1.4816
6/19/2020,0.1675,0.1855,0.2184,0.3266,0.5252,0.6937,1.4582
6/22/2020,0.1675,0.1917,0.221,0.3394,0.5391,0.7085,1.4642
6/23/2020,0.1726,0.1857,0.2131,0.3299,0.5368,0.7118,1.4917
6/24/2020,0.165,0.1876,0.2104,0.3155,0.5138,0.679,1.4291
6/25/2020,0.165,0.1857,0.2051,0.332,0.5184,0.6856,1.4344
6/26/2020,0.1523,0.1661,0.1838,0.302,0.4886,0.6413,1.3701
6/29/2020,0.1472,0.1485,0.1679,0.2736,0.4659,0.6234,1.3734
6/30/2020,0.1497,0.1485,0.1731,0.2878,0.4909,0.6561,1.4107
7/1/2020,0.1472,0.1603,0.189,0.3115,0.5114,0.6758,1.4232
7/2/2020,0.1446,0.1526,0.1808,0.2958,0.4977,0.6693,1.4272
